tauStart_ns: 0
tauEnd_ns: 100
tauStart_bin: 0
tauEnd_bin: 607
 
fit_A, fit_gamma, fit_gamma_err, fit_bg
1.996320457703148366e+00, 8.658269790860950366e+01, 6.325197332715708143e+01, 3.710569756226408684e-03
5.487286173656006127e+00, 3.632513561388545087e-02, 3.192430615414854067e-02, 1.993001171241385594e-01
6.402369204822987436e-01, 2.764896234320832202e-01, 3.563648209379328136e-01, 1.040305015567464728e-02
1.927531270581739897e-01, 4.245462886768519573e-02, 3.554654538436612832e+00, 7.203843592662394560e-03
2.362750368967687198e+00, 2.912781094582919672e-01, 1.215321652232500993e+00, 6.953533257345753671e-02
1.270617055400412365e+00, 4.152540306430964334e-02, 3.165680711464097796e-01, 4.104891702748797444e-02
5.674740841190668128e+00, 5.097831903959839650e-01, 8.101475675621572226e-02, 3.425650589123798578e-02
4.932544361136945166e-01, 2.501562924820972464e-02, 2.369630979861233819e-02, 3.701395403341133615e-03
1.309357388503146602e+01, 4.522119959738217232e-01, 5.711626650604519906e-01, 7.125072738139719142e-02
2.618041194185185994e+00, 5.618879611504880994e-02, 1.734182996585591566e-02, 1.996730025064805958e-01
1.934798964032994784e+00, 2.019770066024620947e-01, 7.891205710839198362e-02, 4.634747383942949828e-02
2.396581770128937361e+00, 5.257943900980927010e-02, 5.579415292422365003e-01, 4.980571271985250736e-01
3.834461516330343045e+00, 2.523731711446525749e-01, 1.201207408734837889e+00, 9.232077095246066234e-02
5.772223445586632806e-01, 1.820530067285500500e-02, 2.895197296302091244e-02, 0.000000000000000000e+00
4.725772784843535135e+00, 2.855262452529754302e-01, 5.042560681730703376e-01, 1.317365579924159071e-02
1.529309512758833201e+00, 6.565633929092086485e-02, 2.091809953104102962e-02, 9.690230990074748252e-02
4.847158883541104579e+00, 8.105077604036918792e-01, 1.392976733160616043e-01, 4.058944802900190871e-03
1.925032841098031966e+00, 4.023097055172458747e-02, 1.123503615732865946e-01, 2.164665124892227732e-01
4.319180978234592239e+00, 3.708121472843807775e-01, 1.091320520320534060e+00, 2.418740107776524637e-02
3.323961212021951273e+00, 7.306464473961611639e-02, 1.346882523705678347e-01, 4.032641419674606320e-01
2.050629795866072413e+00, 7.347835192726106524e-01, 1.766286637735565179e+01, 0.000000000000000000e+00
9.857753370575617069e+00, 5.445594353460053022e-02, 7.581688615750556415e-02, 2.337132756392122646e-01
4.511261816152944415e-01, 1.022439940742429165e+00, 1.838017077600633264e+00, 5.717938840306895781e-03
9.310110590089058391e+00, 5.625237429771823977e-02, 4.487243419863313348e-02, 3.250567332766708395e-01
9.235397668898951418e-01, 4.783693662196991658e-02, 3.184122079203781652e-01, 0.000000000000000000e+00
2.959422130278953400e+00, 2.469118901652899434e-01, 1.299960577254503369e-01, 3.662582209012986423e-02
1.835056964465361817e+00, 5.218427549722706726e-02, 4.783888536038562872e-02, 5.335626215506008435e-02
2.700005305952717816e+00, 6.400609942568660227e-01, 2.400485771376672517e+00, 0.000000000000000000e+00
4.510806658561219984e-01, 4.799207600418516073e-02, 1.291133684619428512e-01, 6.371458782980968238e-02
1.344546868273368112e+00, 5.817930056981304165e-01, 3.324736928874092001e+00, 1.162498707633308377e-02
8.515060345733820313e+00, 5.453698198806041647e-02, 1.065789336984500069e-01, 5.941906173852270490e-01
3.322537643949393882e+00, 3.745328950540191548e-01, 4.009101657312179046e-01, 1.376345358190547360e-02
4.418938120040659001e+00, 5.913868377528042064e-02, 1.890573893772597991e-01, 1.622887938367838512e-01
9.531888461567064041e-01, 2.766179425349323817e-01, 1.010857248286936433e-01, 1.036531268732345488e-02
1.659083403889704655e+01, 4.622102254166027963e-02, 1.307301766417501634e-02, 1.235693832963047356e+00
6.837537558070952981e-01, 1.159753774745405502e-01, 1.717538618574827036e-01, 6.829378431584179517e-03
6.570876709218851364e-01, 6.742770824559468634e-02, 2.622914537459763648e-02, 5.733332423973754033e-02
4.446049352121463016e+00, 2.914756867665176387e-01, 1.024431957787321351e-01, 4.282907494965521727e-02
1.978751513786930483e+00, 6.051426719720257724e-02, 3.873109532947326822e-02, 1.750416520496268502e-01
5.611011891560537812e+00, 6.827980666290111023e-01, 1.192813081281286491e-01, 4.110865651253641298e-03
2.281503562352183767e+00, 6.987923582820534940e-02, 5.345171390420985769e-02, 1.550571880999523089e-01
2.265252976745591340e+00, 3.802392970407784123e-01, 5.990399649797697457e-01, 8.639889205848714365e-03
6.857080108463565082e+00, 5.595065887181425307e-02, 4.634187667668982630e-02, 2.303114537347339119e-01
3.549414099887403751e+00, 6.972419068361055405e-01, 7.423891887154441704e+00, 5.604952513292372346e-02
2.211149842689526857e+00, 4.235684920992954100e-02, 1.462823658989823583e-01, 1.895522553602095595e-01
1.654018740813794075e+00, 7.558365763665916282e-01, 1.670714006261852402e+00, 2.381654224914316401e-02
3.673894249555104824e-02, 2.269778055970814168e-01, 5.329847485065117851e-01, 0.000000000000000000e+00
2.816697945039425388e+00, 6.399777910887256838e-02, 7.411306168331434352e-02, 1.609560111516538106e-01
1.028734981814451643e+01, 4.173235907680687418e-01, 1.018636528856193824e+00, 3.897562131834023808e-02
5.882754392083154649e+00, 4.517775651295993095e-02, 7.614306945813855559e-03, 2.062876943425202281e-01
2.930444685529442594e+00, 3.826733018433870481e-01, 2.466708325342524333e+01, 0.000000000000000000e+00
1.282375542353090481e+00, 1.859544969151831137e-02, 6.932595763738743644e-01, 0.000000000000000000e+00
3.203326724567584716e+00, 3.274704672309058373e-01, 3.243574143866834736e-01, 6.660541049997048546e-02
2.268247507286137665e+00, 4.901283504681652747e-02, 1.706185421673519220e-01, 1.565874235415940230e-01
5.494032782201747622e+00, 2.535698757840125772e-01, 1.440183446409426526e-01, 3.469039558626527131e-02
2.451309927191826610e+00, 4.930619211019775239e-02, 1.034676916096792798e-01, 5.951762052168515366e-02
2.964645669469169409e+00, 1.549555082550219953e-01, 4.420356300402455973e-02, 8.973432620165490425e-02
1.522220520074977657e+00, 3.786302900575607561e-02, 4.916678539036987705e-01, 1.176024148234642713e-01
4.659864677868562843e+00, 4.927479464294786671e-01, 2.101811419190060093e+00, 3.182753514780542470e-02
2.869648721185177109e+00, 4.207901687489848386e-02, 1.342642204012711449e-01, 7.441259396731177145e-02
2.253546244377868213e+00, 8.147509772294188046e-01, 7.418108652905244682e+00, 3.787227399980737548e-03
1.643059790953357080e+00, 6.130412993752180906e-02, 1.883044584578463243e-01, 0.000000000000000000e+00
1.340162557007832156e+00, 4.006038010599559107e-01, 4.301146723642491310e+01, 0.000000000000000000e+00
2.492918744385576257e+00, 1.193151424610008615e-01, 5.647589671647036680e-02, 2.522512229785781046e-02
1.666652501171272394e-01, 5.285860451969344176e-01, 7.952342376587910877e+00, 0.000000000000000000e+00
3.574420521915595117e+00, 4.982799475851334980e-02, 1.738401546128483521e-01, 2.245772103460844937e-01
2.335506166662826288e+00, 1.127622787647736963e-01, 3.716131611845432253e-02, 1.170098650073116003e-01
3.404256682919164501e-01, 5.403516430609507371e-01, 1.800450859592893194e+00, 0.000000000000000000e+00
1.152000329022022873e+00, 6.612313051143936526e-02, 4.219097933785351806e-01, 2.400621174426087467e-02
2.907193847630576311e+00, 2.272279450461905936e-01, 7.756011116247376602e-01, 3.880278134081566188e-02
1.449589512468094643e+00, 6.640199864827603382e-02, 1.409085864765911023e-01, 6.038767235554477752e-02
1.148671643129207220e+00, 7.642376318975135918e-01, 3.065157946801941691e+01, 9.782896087857215553e-03
3.107820029832106368e+00, 5.374839968841940013e-02, 5.375608291935125571e-01, 1.357933387595226249e-01
2.056616833129608413e+00, 1.939478151334734501e-01, 4.852090029218513595e-02, 6.445856669408811523e-02
6.773529069065307162e+00, 4.370009631326342986e-02, 5.333525139366313179e-03, 4.189754944623549360e-01
3.640506647496673409e+00, 4.422083135164938117e-01, 3.202156735333262727e+00, 4.099995131575979307e-02
5.738834249962012635e-01, 2.690791048399732155e-02, 1.172603860855572638e-01, 0.000000000000000000e+00
7.510954055809870855e-01, 3.563204254518638758e-01, 2.655139589703837899e+00, 1.632616454065189890e-02
6.598144286599444186e+00, 3.876158681198867834e-02, 2.247908652247130323e-01, 4.537104293124451515e-01
4.817809795158022546e+00, 4.069792208974417624e-01, 3.803896311116652384e-01, 6.759739528086571719e-03
4.166830536513101424e-01, 2.223512698861167258e-02, 1.092463511143297594e-02, 3.330454907245586653e-04
2.564786863074891565e-01, 7.487251686887549940e-02, 1.454997318683789176e-01, 1.322522745745270678e-02
7.254808992448853466e-01, 3.908458512608789515e-02, 2.704176705134406333e+00, 5.425855072898995435e-02
1.703351008123347610e+00, 4.144878191279854351e-01, 2.109383718397514595e+00, 2.254402769503814977e-02
4.705552841525774133e-01, 1.755717509183538430e-02, 2.356818093588413932e-01, 3.378826985291842611e-02
1.179158231098095699e+00, 5.299940681796950770e-01, 8.250942104624344742e-01, 1.460373943369668547e-02
7.144715696562710557e-03, 3.916566352298302134e-02, 5.495204127667032562e-02, 0.000000000000000000e+00
1.058549131557380951e+00, 9.082040603723240402e-02, 1.100511364574136453e+00, 2.855655692235775991e-02
2.807266232029797859e+00, 2.719071916597408101e-01, 7.067142519354253916e-02, 3.130191008737202157e-02
9.986367028003174662e-01, 3.521867896814621091e-01, 3.331104556389618554e-01, 2.282803998225880759e-01
5.248754392217514386e+00, 3.199775376164876867e-02, 2.002870303588669479e-02, 5.364044904470762765e-01
8.082012722936493532e-02, 4.495276317832979512e-02, 9.374112499830664635e-01, 0.000000000000000000e+00
1.613209629915920873e+00, 3.087423962503982669e-02, 7.899515281623082918e-01, 8.920045645600978290e-02
6.307222598482514764e-01, 1.982864086459071029e-01, 3.695074952348371689e-01, 2.647746329917656429e-03
9.870293137847474529e-01, 4.019901282768784112e-02, 1.204452026310402629e-01, 0.000000000000000000e+00
1.693799798532475753e+00, 3.677744868396062294e-01, 1.034090612963245309e-01, 2.438446140276454704e-02
1.771640858758491088e+00, 2.752860978307751505e-02, 6.635186450466451502e-02, 4.157545191845743449e-02
5.996633896978571521e-01, 3.000445103666875002e-01, 9.759536097060633741e-01, 1.399987025305464948e-02
4.020222894910954636e+00, 6.463037489513306921e-02, 1.028557930616071439e-02, 2.267728718386509690e-01
1.812380879153431934e+00, 3.923465773052321748e-02, 1.665985177722234881e-02, 1.087492565761088714e-01
1.133573928593250901e+00, 3.467470881282907480e-01, 2.519405455423100904e+00, 2.142496493966456264e-02
5.360967233212608818e+00, 2.770755420115631612e-02, 4.042499058713361348e-02, 2.344798707034454355e-03
5.281428220583472832e-01, 5.652610044232985603e-02, 3.640098158012514129e-01, 0.000000000000000000e+00
8.535475998462184188e-01, 6.782098426514565626e-02, 6.275428222546576562e-02, 9.739738642314536843e-02
2.663842468263951879e+00, 2.065512456175037231e-02, 8.727343554599704956e-02, 0.000000000000000000e+00
2.436673026834782763e-01, 8.013362890629444069e-02, 1.154701526309132309e-01, 1.162886027819136879e-02
2.300530789448675062e+00, 1.861191068184682440e-01, 3.097505322239216818e-01, 1.133475234567579010e-02
1.225530170828446730e+00, 6.693459993442091305e-02, 1.809440349182934449e-01, 3.199422412937805715e-01
4.107894788508734685e+00, 1.342024697196830541e-01, 1.887058923236015553e-02, 1.073466644036557421e-01
5.979375220922323209e+00, 4.912411984328899500e-02, 6.684481306830765586e-03, 3.953558069267961717e-01
7.516979129279751648e-01, 6.512201081524227053e-01, 1.003181536500553861e+01, 1.223188428727645105e-02
4.997168603888574978e+00, 5.257888300869908438e-01, 9.557006990567526450e-02, 1.096780632228529229e-02
6.756402927892091181e-01, 9.895977916791820483e-02, 4.813019579999184422e-02, 3.993963042270762959e-02
2.570466876637264697e+00, 5.480830891116702380e-02, 3.972745928114456565e-02, 6.040501744960293656e-02
1.829826985209327628e+00, 2.057959717472894190e-01, 5.667966326347449735e-02, 1.894209062277146458e-02
1.224906072279231761e+00, 7.305087952177363730e-01, 6.618185221581260880e-01, 5.905303196380271187e-03
1.938653672229948999e+00, 8.041274486789747045e-02, 1.409043572710381165e-01, 1.082689499700488223e-01
3.461897598929715603e+00, 2.476428269612458988e-01, 9.549671329357840854e-02, 4.893726707354870836e-02
4.690530525237218140e-01, 1.413954086510474106e-01, 7.065777553532539557e-01, 7.201410414454123554e-02
1.401534081214075078e+00, 7.979700437982045758e-02, 1.261503141514954129e-01, 3.829409195374681302e-02
4.013384827231269436e-01, 4.668745492121403190e-02, 1.282851635989226136e-01, 1.870685066043656086e-01
5.233638752056059218e+00, 3.466200176451468828e-01, 3.087944913585417561e-01, 4.377793450312481016e-02
1.551014581561789507e+00, 6.954966628704846443e-02, 1.367047783385069541e-02, 8.242318610909524570e-03
1.251595745353467848e+00, 1.220378851525561359e+00, 7.366128788528216731e-01, 5.783175321091274003e-03
9.981436021512226642e-01, 1.872347337135732630e+02, 4.656791167284301878e+02, 1.855284398629791082e-03
1.551202480669903627e+00, 7.175081087122790746e-02, 3.472210152764630686e-02, 7.977875881995692697e-02
8.021536035407702769e+00, 5.567123770680265649e-01, 1.867385941843492658e-01, 2.110239785073662888e-02
2.688528617809143650e+00, 3.090261517175970502e-02, 9.435340496002790622e-02, 4.813293045122629676e-02
1.690082575310350554e+00, 1.639006052117277512e-01, 5.640341903006089730e-01, 7.450199147858284875e-03
1.387203153396356914e+00, 2.990972924270959288e-01, 7.271796788863800209e-01, 5.395167149118901273e-02
1.945540146443426099e+00, 4.076271699518065061e-02, 6.397487173435599528e-02, 1.336597081444413360e-01
2.417132628660708438e+00, 9.635453689579384640e-02, 4.760148736559782767e-02, 6.802525485144073070e-02
3.419655317090209312e+00, 3.234221734728373598e-01, 2.582003113764425040e-01, 2.417138554823740695e-02
3.520616318127640643e+00, 5.116897012162451019e-02, 7.170199403189051468e-01, 1.052925414586819569e-01
4.447278530138268238e+00, 3.031082258623790660e-01, 3.987876822675502919e-01, 4.194296920733259909e-02
1.362613985646146331e+00, 5.170920934176940348e-02, 2.306893908670152593e-01, 1.196258255125099007e-01
3.730576138042955847e-01, 7.463018932639901848e-02, 1.608530033406054827e-01, 3.523944823755342792e-02
1.411575223105384858e+00, 1.447589870761607778e-01, 9.732316104796788492e-02, 2.741604702921227391e-02
3.598301161576086038e+00, 5.218497844659183288e-02, 6.551084190402796381e-02, 7.478321039180264862e-02
1.922178992939404807e-01, 8.669120830547491496e-02, 2.254160364719552390e-01, 0.000000000000000000e+00
1.169167729912745557e+01, 6.167788582632960370e-02, 1.257886828931748142e-02, 3.080954366528983468e-01
4.252380270209775048e+00, 2.320370042654096021e-01, 4.933665953373617824e-02, 2.735320485950809566e-01
2.489219510236034549e-01, 5.885109386442120838e-02, 2.808765732109411162e-01, 9.246488936504576595e-02
6.482021849212308284e-01, 1.226488349856117016e-01, 6.952223320245199956e-01, 3.005277686718629826e-02
1.876336166733955091e+00, 7.221340263233217982e-01, 3.418234340701039375e+00, 7.886179693303466826e-03
3.281188914029191217e+00, 4.403245492839621272e-02, 2.794892201528706432e-01, 3.339961080200529731e-01
1.406029052703729798e+00, 6.399126501518080656e-02, 3.017943615087036874e-02, 7.621108319446026624e-02
4.881163339851473104e+00, 4.945144918145337187e-01, 2.750177786860612095e+00, 1.030161472298728696e-02
2.120703045267085418e+00, 5.010831554846807007e-02, 8.053049020655753121e-02, 1.597871137355593163e-01
9.117302032310415916e-01, 2.499228660194060536e-01, 1.189692065005544530e-01, 2.596400439368916260e-03
3.366024366749588381e+00, 5.753621712039704017e-02, 6.506114679788854716e-02, 1.957041477178342037e-01
3.445689751146301827e+00, 2.825926180095989504e-01, 4.577425546768898457e-02, 2.819427107419616302e-02
7.131266834394205389e-01, 4.647931459183818337e-02, 5.646643644287672320e-02, 8.137344284613115541e-03
4.409021318568343339e+00, 6.255596118717365872e-02, 1.033332629523312646e-02, 2.611547132412018746e-01
2.592836018277008270e-01, 4.256356006244036982e-01, 3.127108953153515669e-01, 2.068186809504204970e-02
2.641077945985346620e+00, 4.510462533272679986e-02, 3.045649642761613304e-02, 5.189067430339795450e-01
1.635788307424800303e+00, 3.841929136664333777e-01, 4.017179382601463900e+00, 4.275747148670786500e-03
8.202849986673174110e-01, 5.909723745457271665e-02, 4.219306201407706930e-02, 1.296078048112582481e-01
1.064338282387945078e+01, 2.336540744615487331e-01, 7.005944947904771403e-02, 1.654499030576892515e-01
1.297073813166770728e+00, 3.368319315471378361e-02, 1.643132112052906046e-01, 8.163797876400731568e-02
3.639168018968944041e-01, 2.709490438718681338e-01, 2.420490672149834488e+00, 4.930077005879602951e-03
6.955679664998078993e-01, 4.734494437162887343e-02, 6.123540141664924469e-02, 7.016705290754393642e-02
2.663574069126761756e+00, 3.795976566045517475e-01, 1.551417421046326961e+00, 5.609106401844228020e-03
2.328902254971144004e+00, 5.323909864880318338e-02, 1.987364311182385906e-02, 5.278755855832338861e-01
4.022214435977027769e+00, 2.021316217502017176e-01, 7.848244693702982611e-02, 6.387842531051649009e-02
9.919203881378187759e+00, 4.420267354055784637e-02, 1.539396329223062243e-01, 1.433114820061258010e+00
5.721811722854382998e-01, 2.523160605168904905e-02, 6.503014267081523858e-01, 1.384266903453194031e-01
1.569608393923037915e-01, 2.921169825010481655e-02, 2.100522705666288056e-02, 3.366831812342274428e-03
1.197914841279268394e+00, 3.434195922979954574e-02, 6.554673192320419339e-01, 1.130202625598671073e-01
4.183583059087018219e-01, 1.775883687053916860e-01, 1.046417381939668545e-01, 1.400781118250138575e-02
1.739054338515632958e+00, 4.397597350924325327e-02, 9.382817658048527854e-01, 2.046537572220562540e-01
4.101357685737335501e+00, 3.094086549128682306e-01, 1.440508020452262727e-01, 3.967376702977195441e-02
7.376597117873970433e+00, 5.274402481396876785e-02, 1.062094438002841174e-01, 1.982928188542732728e-01
3.984408871268123598e-01, 1.301901581387920892e-01, 2.933997342178222278e-01, 2.398791385878696059e-01
9.060773287566706857e-01, 1.495063279514964316e-01, 5.344089401314302545e-01, 3.978203581138129406e-03
3.460904254789375134e+00, 3.992692912464497479e-02, 1.747295627612312566e-02, 5.847762349624252565e-01
1.033555514629939553e+00, 1.004947556237959227e-01, 4.803697990970107190e-02, 1.093021289960971476e-01
4.005283208286810392e+00, 2.377519626893184190e-01, 2.757590527122453228e-01, 1.256480554750139672e-02
3.783382963887352179e+00, 4.846220236113229496e-01, 2.543756999728263857e-01, 1.973479795635166636e-02
4.962706827880088434e-01, 4.210882270610764699e+00, 1.090404879019275057e+02, 1.865690062029844729e-03
2.356559487648850038e+00, 3.269683101201265735e-02, 2.419565893000482359e-01, 2.583282544137143200e-01
1.107503421852067266e-01, 1.278451751819077720e-01, 8.327908286483015621e-01, 5.145592694918804839e-03
9.573812741604700305e-01, 5.675697434338079078e-02, 3.249408953770458602e-02, 1.597861719471209141e-01
1.621123381998796908e+00, 8.395411835639635112e-02, 6.102860560759577890e-02, 1.408596599342440137e-01
6.503705341271791562e-01, 6.121391122325287731e-02, 2.692923305321527627e-02, 2.451034161409372525e-01
3.508934410416655325e-01, 1.195314286102152623e-01, 5.904518635220497025e-01, 2.559392679008792946e-03
4.396015521440391205e-01, 3.482279349648480238e-02, 7.369362460152080463e-02, 8.117970141998993860e-02
1.410509496759731585e+00, 2.432891966977233367e-01, 3.434077278785666043e-01, 5.763301958582049862e-03
1.662501184201629734e+00, 7.199141464749313213e-02, 3.216657640567584936e-02, 4.176488536483513037e-01
1.139151156794167008e-01, 9.616882538475889086e-02, 1.873704110448749205e+01, 0.000000000000000000e+00
9.962153312792454418e-01, 4.942579914066159291e-02, 8.374018778044664546e-02, 9.800462061233869426e-02
2.738226729954791328e+00, 1.751084464056595069e-01, 1.668336656665890538e-01, 1.041288271124946180e-01
3.240093150673063693e+00, 5.685686404302004587e-02, 2.013871800934053519e-02, 5.103590879453899776e-01
4.190410739695745179e-01, 7.709257407825148567e-02, 9.045094080652245350e-02, 7.299641171218211599e-02
3.679117007347787460e+00, 4.414526070119238754e-02, 7.020378333466611824e-03, 7.745595798875545279e-01
1.114591007688869650e+00, 2.533148613380206693e-01, 8.671328631856066727e-01, 1.061866953261333610e-02
1.696702820740091600e+00, 4.238762777229413553e-02, 2.309881603384920656e-01, 6.788135518467622309e-02
1.502696705503588026e+00, 4.289860856330156569e-01, 1.936781815336455548e+00, 3.696297092491789005e-02
1.534449588340376369e+00, 2.913558038280683604e-01, 2.111359161982837573e-01, 6.007282988166329218e-03
2.977792417794320468e+00, 4.300040112771680301e-02, 9.749503180694486792e-03, 4.750100091252643653e-01
9.573118744187414375e-01, 1.733081686845388825e-01, 5.858466873157431865e-01, 1.145194357692598530e-02
8.234748655630025338e-01, 1.055232379361968065e-01, 7.297733122064301026e-02, 3.825313186291249834e-01
2.767666192672095793e+00, 2.889757173716455685e-01, 6.041030079119538015e-02, 1.378630397046985874e-02
1.380296990087962750e-01, 9.364601606806505218e-01, 1.545902861059698319e+00, 1.914425249616788375e-03
3.371324522656664602e+00, 4.645970912586234319e-02, 5.744360067074776033e-02, 2.058131436468837172e-01
3.083268859071479184e+00, 3.310853916606646963e-01, 1.492671550363713351e+00, 1.273751800056799680e-02
9.685877825631530325e-01, 1.004876155982902391e-01, 4.869959694296500247e-02, 6.639318210066284809e-02
4.029298166857683938e+00, 6.864145210850118584e-02, 1.375806915114473894e-01, 2.536529052743018986e-01
5.444143583719011081e-01, 5.654074571073875594e-02, 5.816307291661579892e-01, 1.551920518446047240e-02
1.476643301545886899e+01, 3.669719089421182717e-02, 1.203671267176550236e-02, 2.679266635365443516e+00
4.310518924796037155e+00, 3.971321291480461313e-01, 2.382092816094859788e+00, 2.571192817348232768e-02
2.792819143256819459e+00, 4.926169168228079764e-02, 8.195498154724221995e-02, 6.907956807242776609e-01
2.181433236247384944e+00, 6.192439108345413334e-01, 8.546103088855277363e+00, 1.016715517101158574e-02
2.843593979585092857e+00, 3.945552744732739453e-02, 5.663314545741395672e-03, 9.552362271885191103e-02
7.473477585339324492e+00, 4.952923900363904175e-01, 1.090557646841746831e+00, 2.138401654706478458e-02
6.693234851527060769e+00, 4.003928216877442048e-02, 4.042115986506827213e-02, 7.783214952650990837e-01
2.572970658934206512e+00, 3.918381452699391115e-02, 3.301548799030041420e-02, 1.003744541599221662e+00
9.538079563977027719e-01, 1.510222597543008603e-02, 4.076662481214705230e-02, 8.761420425961306824e-02
8.061008735688436344e-01, 1.418390746719960238e-01, 4.947339727945476717e-02, 6.551726939063012151e-03
1.346840637928858886e+00, 2.930801579519802177e-02, 1.773768151488072375e-01, 2.626334884314007190e-01
6.127271154980797441e+00, 3.172773383764453392e-01, 2.423757780272797202e-01, 6.965134922379166704e-02
2.151702410151951739e+00, 2.131273316705676810e-02, 1.577690602611167836e-01, 2.761610718553772492e-02
1.873395123673119000e+00, 1.395232570972110842e-01, 5.760159683013506282e-02, 4.009975186977313144e-02
2.742957921822494760e-01, 6.377169929700092499e-02, 5.065247535182373223e-02, 5.253930885752399610e-02
1.774945633386648458e+00, 3.992179803168446200e-02, 5.291353536893389498e-01, 4.550712251369256611e-01
1.462875037829359792e-01, 3.698486170565995490e-01, 7.738590809150756478e+00, 1.578401960314228594e-02
5.254489279381866496e-01, 2.977853100434411232e-02, 3.639352421088858924e-01, 9.095908114811161738e-02
1.654037824475531826e+00, 1.084236653970850200e-01, 1.361975438610583400e-01, 6.861849474384043579e-02
1.117033536602950683e+00, 6.016734436397540298e-02, 4.925058888691852821e-01, 7.439202712826741004e-02
3.079996114460002765e+00, 3.610317167953614459e-01, 1.011131674973969830e+00, 1.085571643898123884e-01
8.445878196059578569e-01, 3.733755065526819100e-02, 9.973499610391466097e-02, 8.734869284186506933e-03
1.882536821159636942e+00, 3.394038495832506219e-02, 1.778438292771545789e-02, 3.178239909085384118e-01
1.902166975971493423e+00, 1.758108056120703255e-01, 7.019495189053482909e-01, 3.467794180974352602e-02
3.137504389352898659e+00, 3.564892949230710761e-02, 7.754617586718169642e-02, 3.078383567398774723e-01
4.145145261940266224e+00, 1.885550644707089385e-01, 2.913883157987297301e-02, 9.441021881545257066e-02
3.730978363289647604e+00, 9.485706487739661852e-02, 2.421503331034217249e-02, 4.829684466016269107e-01
2.532435465630576754e+00, 3.977711461887172006e-02, 1.963173191695490871e-01, 3.673568228326266061e-01
3.298556772165627038e+00, 2.261496352205400462e-01, 5.618883455834603469e-01, 7.216582526751578151e-03
6.895431836379157353e+00, 4.102102513375738280e-02, 3.937374985838833739e-03, 2.957744361496491003e-01
9.744652584713103138e+00, 1.985112765727038986e-01, 2.185041322289152030e-02, 2.036512562913716240e-01
1.949791402616862790e+00, 4.564296526400848930e-02, 8.790310059091721584e-02, 6.676486442685879152e-02
9.698586833231682691e-01, 9.722157413347662369e-02, 3.155651054666180677e+00, 0.000000000000000000e+00
4.533421700368586826e+00, 3.285138212715926764e-02, 9.313832874887404897e-03, 2.672798098283080126e-01
3.318667347837160442e+00, 5.094764160913478612e-02, 7.771494392673377639e-03, 2.511355070340908213e-01
4.993467036545331084e+00, 3.085403909833590586e-01, 3.098041258868960979e-01, 4.664110844935472067e-02
8.089025669990236977e+00, 4.651009827688819959e-02, 2.540267335496577128e-01, 4.824946652721973650e-01
1.848181428065547305e+00, 2.908558958969186814e-01, 8.987885579330319175e-01, 2.496427060389057664e-02
9.077335501751827351e+00, 4.942982973382836070e-02, 1.516284988554728042e-01, 6.958037227818772985e-01
7.830764398059596454e-01, 1.804246447009588417e-01, 7.503536624668245836e-02, 8.124728249122362828e-03
7.258527229175316897e+00, 4.404328871770638726e-02, 1.180655058575627719e-01, 6.391834121766588606e-01
8.171846893206426543e+00, 8.999346259643276058e-02, 2.664142710907259626e-01, 4.945908472650216159e-01
1.305400192531324111e+00, 7.031492316287994981e-01, 3.955124259456417324e-01, 1.956508225395585474e-03
7.293679266571153619e-01, 4.454400317766574885e-02, 2.331625033950231740e-01, 1.314922510561854219e-01
1.814109861940206070e+00, 6.026823783268899781e-01, 1.715361163165106451e+00, 2.183692961585950373e-02
1.594005647734308528e+00, 3.017660005947110646e-02, 1.122400699865859774e-01, 8.754128568931904275e-02
3.988934412957785280e+00, 5.036704750372760220e-01, 1.617400791911186297e-01, 1.456559746883169526e-02
1.022659586511823759e+00, 6.717474896102373916e-02, 2.719099501642324723e-01, 3.607182959498112657e-02
2.672718005957835707e+00, 4.570310672477761460e-01, 4.764059342817728027e-01, 9.482746546401795568e-03
1.104203189150360309e+01, 5.012576472021342683e-02, 1.962143003029320765e-01, 5.938126583850587004e-01
7.845060143561998212e-01, 2.190704681129711506e-01, 8.499112223124315468e-01, 1.462680038659277051e-02
8.169551662247964696e-01, 1.989927245997680227e-02, 1.276631165391982348e-01, 0.000000000000000000e+00
2.562576893961393321e+00, 2.341034169027237932e-01, 1.361397603905277753e+00, 2.835791653720006952e-02
6.556444517765879221e-01, 3.676590424847898941e-02, 2.059640143192719569e-02, 0.000000000000000000e+00
1.862564584420185021e+00, 3.052307032580202639e-01, 3.116740484400341415e+01, 0.000000000000000000e+00
1.893625830269353605e+00, 3.259190489370968058e-02, 4.366324333722644280e-01, 2.414603884502361519e-01
6.108545972803073099e+00, 4.218860360311903479e-01, 6.941928528636967521e-02, 9.620598062775112536e-02
4.786806204094554928e+00, 6.684500301941906364e-02, 1.239966252074978584e-02, 4.027242610629400144e-01
1.046518027029904152e+00, 3.417295827534568842e-01, 1.226736844364370249e+00, 1.086973374596168947e-02
3.390396331320426171e+00, 7.137795846630871910e-02, 1.773485737105537363e-02, 1.493581117966705230e-01
3.744625170638055667e-01, 1.519216358474974327e-01, 1.467462461834607801e+01, 0.000000000000000000e+00
2.861887645568090832e+00, 4.376815642790644195e-02, 2.921553216029477290e-02, 5.787790931043891585e-02
3.467873471886484538e+00, 4.160384456830713562e-01, 2.098714833299314408e-01, 1.594377688405169968e-02
4.249300409470664341e-01, 3.725876088483540127e-02, 6.948068884943059409e-01, 6.455388272993950460e-02
