tauStart_ns: 0
tauEnd_ns: 100
tauStart_bin: 0
tauEnd_bin: 607
 
fit_A, fit_gamma, fit_gamma_err, fit_bg
1.416108376850528261e+00, 3.401935708576628303e-01, 1.086257635096736607e+01, 0.000000000000000000e+00
1.552097314132354876e-02, 4.297306724235869235e-02, 6.371388551083684071e+00, 0.000000000000000000e+00
2.604122735407152778e-01, 4.197716666861022600e-02, 4.833208776309762256e-02, 2.357474627963077399e-02
2.536103058579789238e+00, 8.885137467063819461e-01, 1.046318422544075233e+01, 9.927976040337281941e-03
2.251421040737096035e+00, 7.935008756584560619e-02, 1.282059073738706645e-01, 7.551272880777214203e-02
1.181269600064805747e+00, 2.515068647203338448e-01, 4.540134459320523952e+00, 1.277910374109113463e-02
8.222083898094666665e+00, 5.138834085778214850e-02, 8.117268865108830111e-02, 3.785203940499207720e-01
5.136170032932766638e+00, 8.885299838232024738e-02, 1.238086474276932879e-02, 2.323022463021764683e-01
4.235400788516970216e+00, 7.699110458940741641e-02, 4.936023299537811715e-02, 1.396339085290150828e-01
8.302703484933813272e-01, 1.444521491696027171e+00, 3.400851357308820599e+00, 5.697592937775533030e-03
7.810882050134357879e-01, 1.248189230376097053e-01, 3.394962268718269560e-01, 3.025699078716776944e-02
9.083771470544546034e+00, 5.933444364355212192e-02, 6.520504313818713087e-03, 4.541902539713235099e-01
3.296499426274344113e+00, 3.621033779612402581e-01, 6.794255046682647070e-02, 2.228465284509844810e-02
4.627324487304665945e-01, 2.477739387157341239e-02, 6.313854232682120093e-01, 2.789937013460268202e-03
2.046608735029874282e+00, 6.124444432199562666e-02, 1.114198713112998090e-02, 1.078715733737466848e-01
2.911918625703470376e+00, 3.860086459165166378e-02, 9.890059492774663785e-02, 7.440629508765136957e-02
1.404602770266496714e+00, 2.794026509340863385e-01, 7.272934766653380012e-02, 3.273103979549560685e-03
2.436957104596030987e+00, 6.370722917377187600e-02, 1.484960419051763736e-01, 2.774786960865066598e-02
6.109594141009822899e+00, 7.716696844061661231e-01, 2.094460512743942626e+00, 8.857355698841860164e-03
3.393725572539355362e+00, 8.034423637538591623e-02, 2.442720845100377347e-01, 8.294937724953799218e-02
5.928041044432266204e+00, 6.748295956881836810e-01, 2.194650627623895733e+00, 1.965836041741169174e-02
4.098867324688540315e+00, 6.403598814247808690e-02, 1.166123083996005866e-01, 1.451251786611322536e-01
5.358826818604449649e+00, 7.672460864785093926e-02, 1.369908419084046348e-02, 1.598786062931483176e-01
2.476118400000340003e+00, 6.409380106313339320e-02, 3.845881033902198709e-02, 1.068584623907316566e-01
6.053063339445106106e-01, 1.366500939125578906e-01, 9.503891567866805667e-01, 1.888041581804872707e-02
2.681926441864921906e-01, 4.364179768752221578e-02, 2.782273749629671222e-01, 5.169853711158383519e-02
1.073220622132332158e+00, 8.006539714154729814e-02, 5.260518304584728411e-02, 6.461300008307221954e-02
3.528891665648922871e+00, 1.028466592066827001e+00, 6.231637281138432405e-01, 1.359506788102895353e-02
2.266943115115751972e+00, 4.167185937812389190e-02, 2.939530550171580436e-02, 6.430509686518585954e-02
5.141738548410871523e+00, 5.079820626845975573e-01, 1.323931620204335635e+00, 2.018995866867867237e-02
3.393667025213969790e+00, 4.635728522465360629e-02, 3.295637439693015480e-01, 1.456259718146817594e-01
9.009390262313289321e-01, 2.463160758758687063e-01, 2.773659566391599163e-01, 2.502553714615442584e-03
7.492737240047747660e-01, 5.515346695113520353e-02, 1.035953515754251680e-01, 1.075711451263542950e-01
6.919882263622086915e-01, 3.112476527208644095e-01, 1.077300073794152518e-01, 1.879203767384369367e-02
1.301646398378448088e+00, 9.397892616536250576e-02, 1.097598324809658521e-01, 3.017167613225081937e-02
1.800189414302751478e+00, 1.195522848441645525e-01, 1.026210145586689410e-01, 7.523958161684109192e-02
8.546186079259109059e-02, 2.915300960634310545e-01, 1.771282290966963302e+01, 2.179074269010078998e-03
5.447498720203424405e+00, 6.649168773805107235e-02, 1.362563668058060402e-02, 1.377281124441663007e-01
3.804704755546233663e+00, 1.690248663924555916e-01, 4.546223009117899422e-02, 5.063124597602938065e-02
1.612723113647550166e+00, 6.250031628888924606e-02, 8.321105864752833536e-01, 3.792709133640300573e-02
1.228568757480330298e+01, 6.297737917961161447e-01, 2.393500648063103531e-01, 3.192600362430932093e-02
1.985111447232151827e+00, 4.071869582236938012e-02, 1.813166125753061866e-02, 4.920714526564743535e-02
1.108151936753569711e+00, 4.514208581389112518e-01, 1.488569781560565275e+01, 1.393766278801082149e-02
6.762557645605459244e-01, 8.909428458277142415e-02, 5.061371296405808851e-02, 1.655621751886245108e-01
3.596086383154493582e+00, 2.624204314349235512e-01, 1.814058365227184388e-01, 5.556366188063295575e-02
1.009165556236607308e+00, 4.371221140372667791e-02, 6.828045588827670320e-01, 2.951888975939186144e-02
9.247960431744619569e-01, 9.731140799654940110e-02, 1.164056677968515890e-01, 1.442469076826371870e-02
2.334266656737476353e+00, 6.541155836233580878e-02, 4.722249316767630767e-02, 1.430798031731462805e-01
2.812854638678950803e+00, 4.730982123764374547e-01, 5.374207645421273050e+00, 1.010251493717137170e-02
1.888766211606438317e+00, 1.006820151393544721e-01, 3.113851764200670919e-02, 8.288904417048935380e-02
2.236654326515391533e-01, 5.014707671648411802e-01, 6.390919465916065079e+00, 4.031632359931401795e-03
3.550590522135650851e+00, 6.508694717210329606e-02, 1.565304555922034935e-01, 1.836059820638578921e-01
3.323959159471448488e-01, 2.658092342385406925e-01, 2.765684036044195881e-01, 9.705734448766985961e-03
1.040624388346217621e+00, 7.090195212191792440e-02, 7.060642875492159076e-01, 9.995604711833960820e-02
2.474984453849943922e+00, 8.123929578763842141e-01, 1.415764593931140736e+00, 5.976542813657510778e-03
2.436636802917066191e+00, 8.536890964396151582e-02, 4.955124051461362589e-02, 1.682439397304084372e-01
4.533677271695764510e+00, 4.166563676655854476e-01, 8.315983688333263013e-02, 3.260356651396741773e-02
1.868263116860723105e+00, 9.524731771048745854e-02, 7.315159745478252429e-01, 7.253373778550607776e-02
1.282119345001760724e+00, 4.377374335658608395e-02, 3.068493837454910542e-02, 2.501763798625025043e-02
5.698121422842117312e+00, 4.690959273490456494e-01, 2.198766184680657210e-01, 3.763294809431017018e-02
3.886184708365777452e-01, 6.134966562388287359e-02, 2.508042193847442869e-01, 5.525376621181851688e-02
4.290280546102387405e+00, 4.848815827827576003e-02, 1.364614174263745483e-01, 2.896915450332092634e-01
1.873736503783097751e+00, 6.318228145295340381e-01, 2.787649998222043735e-01, 1.302011997148650249e-02
1.137669634093802395e+00, 1.902419362502946465e-01, 1.019418781675676677e-01, 3.196346801055175574e-02
1.785273406521270978e+00, 6.663470147549989397e-02, 1.090463720748119508e-01, 2.605566341746418449e-02
2.120303007675582219e+00, 7.689492968371668402e-01, 1.129285697390109755e+00, 5.863639592088566894e-03
1.760557133837691524e+00, 4.335000747103541496e-02, 1.232954239339793118e-02, 4.428098221381011196e-02
4.270446692239138642e+00, 6.561169970787206207e-01, 3.339022192290087010e-01, 2.090079351810191985e-02
9.267026486003682173e-01, 7.324989690214094018e-02, 1.000489737407236485e-01, 8.293036022074293245e-02
1.003010109362218349e+00, 3.909051758133267884e-01, 1.886213473593508494e-01, 9.085307865300535149e-03
2.160231733248615171e+00, 6.775796822963282839e-02, 1.089656825556405487e-02, 1.066533248600578243e-01
4.936611693254157274e+00, 5.849912220264542606e-01, 7.616550763358156395e-01, 1.153111712878791308e-02
6.165818056740584030e-01, 4.401921549156473934e-01, 7.652913111977166949e+00, 2.182901165277287628e-03
2.744387008195797506e+00, 1.480898850713524006e-01, 4.460598716079611226e-02, 1.599411041253795129e-01
2.388192117496013012e+00, 6.219430181372068711e-01, 6.740699927968532013e-01, 1.195988784741982419e-02
1.052164516545446915e+01, 5.513249983407769728e-02, 4.797683035090755457e-03, 4.974005108772602823e-01
1.129909501854722942e+00, 4.515917838508836657e-01, 2.150749292832901283e+00, 4.125756945156040627e-03
6.381090879221208434e-01, 4.235684529462867276e-02, 1.644096421225926252e-01, 3.092890853929275083e-02
2.081244700736788023e+00, 1.080998355530874200e+00, 3.208633064974013127e+00, 9.689592466377381502e-03
4.985875185082637162e-01, 1.569993060664676698e-01, 2.363715509760799249e-01, 7.711666646688281057e-02
1.036120116831072302e+01, 7.092468475577770604e-02, 5.931662371515104143e-02, 1.008585882278952850e+00
9.790101855813819753e-01, 7.291286100045947238e-01, 1.048461510683882825e+00, 8.043982505297711527e-03
7.066146757208693341e-01, 4.198102963043350011e-02, 3.926090819752953154e-02, 8.707325866636032863e-02
3.150237817991776268e+00, 1.895281580987037695e-01, 4.084384726589228021e-01, 6.832693870563548433e-02
6.632943144966740867e+00, 5.550243327462990595e-02, 1.384599827680448383e-02, 1.649653458181851717e-01
7.210450136066943294e+00, 4.961769490300922958e-01, 6.351173807767188095e-02, 5.729877800290136824e-02
1.108793031205401514e+00, 4.131337285592410757e-01, 3.625132140738873687e-01, 3.913924318542188335e-02
1.949230953447612880e+00, 5.891744653714733188e-02, 7.817456372401801468e-02, 1.013292747288919021e-01
6.635942648291129897e-01, 2.747284062044810238e-01, 4.232041859174026754e+00, 0.000000000000000000e+00
1.079588311847514692e+00, 5.743483442803180850e-02, 3.051435612042049939e-01, 8.378047085344401956e-02
2.919241021064149511e+00, 4.286292377966354761e-01, 3.621815884636511718e-01, 4.472021652363042388e-02
3.943492325428682999e-01, 3.892242328295195120e-01, 4.163393116884147038e-01, 1.415916516793301605e-02
1.072693797905478164e+01, 7.767838889010779402e-02, 2.703826748875251540e-01, 2.762416914347671781e-01
8.563229725390396396e+00, 8.480600209435706915e-02, 5.126753762075367260e-02, 4.055225079777771136e-01
1.679852985629194606e+00, 5.193185897077207819e-02, 1.614237098497360232e-02, 5.512000563415176552e-02
9.755466764026949900e-01, 2.888636851469196798e-01, 2.038969550147381682e+00, 0.000000000000000000e+00
8.148836383585862375e-01, 3.390680266929717995e-02, 1.554350450090763273e-02, 1.328428208021275314e-01
3.950992014161479382e+00, 5.722874588961723852e-01, 1.983575832814124862e+00, 1.306070927009244168e-02
4.850794205970694328e+00, 5.857895335505854811e-02, 4.661595912008655029e-02, 3.239892639378605943e-01
5.815188371823687419e+00, 4.979293807465404176e-01, 1.806847998061804073e-01, 2.797195022963791522e-02
1.214107018619108125e+01, 5.147642557522414536e-02, 1.387131962605634705e-01, 7.652275766459435413e-01
7.179044303241699509e-01, 2.439271271424399423e-01, 3.772357934897438980e-01, 7.001312288074428014e-03
3.629441526017594288e+00, 6.460989387540642948e-02, 2.292380815962604679e-01, 1.315201415088612935e-01
8.718160169558495376e-01, 1.273876763306565074e-01, 4.042799025923331929e-02, 1.992470992463157148e-02
6.297271948889966442e-01, 5.961421998574620296e-02, 9.839341044827255855e-02, 2.005308391074383037e-02
5.538715819744906455e+00, 3.481016136512024572e-01, 2.347970280314210512e-01, 1.176896775962232300e-01
1.815883191767938554e+00, 3.015720456268371902e-02, 8.839007352681535479e-02, 9.830463716121487852e-03
2.855022824763228106e-01, 2.202288407850160612e-01, 5.697455565295093116e-01, 2.777360216940377713e-02
3.643405932042760309e-01, 2.227107079231423481e-01, 9.132710260387988388e-02, 7.219448420088557528e-03
9.314504792593355731e+00, 5.859417347502722528e-02, 4.649820087045107055e-03, 2.753950373266565443e-01
5.969511950914252907e+00, 7.230115122372134939e-01, 1.510332718706559607e-01, 7.034023057711599747e-03
4.950227053134119259e+00, 6.960984521286089910e-02, 4.335942634066927009e-02, 1.204621432252771240e-01
1.557957851418137141e+00, 6.807403855738416443e-01, 3.863778245825844504e+00, 9.820558398419214352e-03
1.977514587369067600e+00, 7.936361329224901617e-02, 4.063662187148182198e-02, 4.796409144129743646e-02
1.537085059514718521e+00, 1.903943170344314373e-01, 1.267822685672044813e-01, 1.370257057984340145e-02
1.269641367895457451e+00, 7.542735994031889157e-02, 2.496030495220420004e-02, 2.844942010155167636e-02
5.700091491990990633e-01, 2.350022419843696975e-01, 3.303784224881226805e+01, 0.000000000000000000e+00
6.467630917545270641e-01, 4.611720440620130645e-01, 1.566935690259986247e+00, 2.134871699763437724e-03
3.394250483206437075e+00, 2.041024480041977895e+00, 1.040180680428498228e+01, 1.130606236805272412e-02
5.731812956982177409e-01, 4.324498746270469263e-02, 5.133881946659088480e-02, 8.441496292026914525e-03
1.209464376852630307e+00, 1.231148401603226611e-01, 1.005244192152819765e-01, 2.764542522491351267e-02
3.271279588159831775e+00, 7.457933946274593329e-02, 2.646524258915421424e-01, 6.814197409223794744e-02
1.550471560540595206e+00, 2.156877517439086123e-01, 5.238033532141279924e-02, 1.973124459193969713e-02
3.618099153834840376e+00, 6.740726884121028828e-02, 1.563780973246073902e-01, 3.024843749689054007e-01
6.000414883371984587e+00, 5.100344489226057432e-01, 1.597008119206458021e+00, 4.534717692064541700e-02
7.244049414344812199e+00, 5.491563698028561341e-02, 5.971958981628099766e-02, 1.730575434885938402e-01
5.202942208174938798e-01, 6.955184324718030608e-02, 3.867412742014311733e-01, 4.607221363013801196e-02
2.557599966587903451e-01, 3.274255213690028810e-01, 3.011077967289243484e-01, 2.085891408251530545e-03
3.810216317062026459e+00, 4.127981911737117759e-02, 1.081390499299717846e-02, 1.630123547028672626e-01
4.388630435644987671e+00, 6.568959962591051083e-01, 2.379417556975249592e+00, 2.185304937697670272e-03
1.170406748471566694e+01, 6.850112284024613418e-02, 4.492765773284054798e-02, 2.356679505506124872e-01
1.121525364122720303e+00, 1.453960481497020840e-01, 1.322363839598188262e+00, 2.067321042654418628e-02
1.677276690061469067e+00, 4.645062130489338581e-01, 1.319902082969660162e+00, 4.101462879005158754e-03
5.216428691116959726e+00, 6.271817332731990935e-02, 1.533403336707347131e-01, 1.932703228735829781e-01
4.324458224116602523e+00, 6.385228406883437791e-02, 1.252137069317601006e-02, 1.817848079156986763e-01
1.137164404767874437e+01, 1.065539437117423438e-01, 6.711867817165470540e-02, 5.306557039728836411e-01
4.657338509969344287e-01, 5.187387678156840654e-02, 1.977688392221084723e-01, 1.189651587240756966e-02
3.802935454041652119e-01, 2.705160580701699291e-01, 3.653167085547230908e-01, 9.765735228605222640e-03
1.554172718118109975e+00, 5.192695258483485954e-02, 8.871019023493246225e-01, 2.108189928982697262e-02
9.662988475507481301e-01, 2.621145706933837305e-01, 2.579581437364990570e+00, 1.321242367553725899e-02
1.264454159006722911e+01, 6.295200110403791072e-02, 4.230878624975482893e-02, 2.444874083757255789e-01
1.505920168116920976e+00, 1.967523885041089771e-01, 1.095412417119277226e-01, 5.170740738995558555e-02
2.344898519005482296e+00, 6.824988382033324308e-02, 4.382406835265114514e-02, 1.022938869029607484e-01
6.610280656796524212e+00, 2.057827421749260643e-01, 1.463859116482644496e-01, 1.261610535409156131e-01
2.615724404084696086e+00, 6.226575622342246652e-02, 1.405374828866591888e-02, 4.425894153345415194e-02
1.633905865739327945e+00, 9.798206352132297903e-02, 8.223519000891112152e-02, 3.392175046310428460e-02
3.980844869775727601e-01, 2.054232341642944770e-02, 1.247576130212764249e-02, 0.000000000000000000e+00
2.571601957376412617e-01, 1.212476471735745021e-01, 2.166491727441011428e-01, 6.035526599534771913e-03
4.117008244279206863e+00, 5.172854267057653416e-02, 9.763106277522647092e-02, 2.569741483533585780e-01
4.869179755742692350e+00, 4.753986452434864618e-01, 7.274743031549968375e-02, 1.909663302322128081e-02
6.111256106207934025e+00, 4.973009408839922096e-02, 1.424958630839257868e-02, 4.485340115844402287e-01
7.654436715104538713e+00, 3.259550451940400051e-01, 8.789938177252905049e-01, 1.249988522195427526e-01
6.687096989600573416e+00, 6.220509213352625605e-02, 6.857318993119417699e-03, 3.363536185403011580e-01
8.403293406421143974e-01, 5.332288966511323780e-01, 6.442344038283102314e+00, 0.000000000000000000e+00
6.663401235893857688e-01, 1.936010310398448009e-01, 7.958410885158560821e-02, 2.192921589140727975e-02
4.118882159385375274e-01, 5.979215813036674321e-02, 9.892795080000181818e-01, 4.213293210769455260e-02
9.175462847557569468e-01, 2.249742189029180217e-01, 1.595254564216461501e+00, 1.260938200915721202e-02
1.793912484023399312e+00, 4.196744443764424681e-02, 7.341237175346014554e-02, 3.125634942652624759e-02
3.858204695531314954e+00, 3.851236761403598052e-01, 6.078345610976013669e-01, 5.913361374275489732e-03
2.894307157650954365e-01, 4.335513152555384164e-02, 1.015137201838562098e-01, 0.000000000000000000e+00
1.385891082784635131e+00, 3.569407515718130419e-01, 2.510942086626976044e-01, 3.175263526109556745e-03
4.745441068947277574e-01, 2.911395744947737133e-02, 3.282518774065868450e-01, 1.030686183164139860e-02
3.005988299936938279e+00, 2.968885216576835351e-01, 4.697070063809501761e+00, 7.399463721563906068e-03
2.954339299012555653e+00, 6.996077717818530162e-02, 1.483029289303996190e-01, 8.723117072875387215e-04
9.090612771181008966e+00, 4.149070448625448715e-01, 2.253572437139722551e-01, 2.648608219321268997e-02
8.680284119849225322e-01, 6.221085609623291240e-02, 1.013062496178848415e-01, 1.467736120430060132e-01
4.867188695814411048e+00, 5.317194680204571089e-01, 2.537525244126868085e+00, 1.096839628104398848e-02
5.088030293689553396e+00, 5.315995203137399011e-02, 1.377658275480744543e-01, 1.087941344925592579e-01
5.778238887645512634e+00, 4.072273810808461070e-01, 8.575476203371339146e-02, 6.459461834594280860e-02
2.055109730457644002e+00, 6.356650955362297406e-02, 2.977983863161707823e-01, 3.319319260587157150e-02
2.100542710231521060e+00, 5.041318602366465784e-01, 4.468129077325197152e+00, 1.782024197582349895e-02
9.722413420808263540e-01, 4.807427625407935390e-02, 1.385870890839978053e-01, 2.373395310644784220e-02
7.446493083000361723e-01, 6.575006569417748414e-01, 7.959432828550340844e+00, 2.174111430045443105e-02
1.787513757404734172e+00, 6.860856211345442435e-02, 7.034797213995165610e-02, 4.069420688891675630e-02
1.563153557076748523e+00, 4.723785636514277186e-02, 9.532025342150886316e-02, 2.609934239112230228e-02
1.275358247784664112e+00, 1.682512789537108366e-01, 1.627764753234424822e+00, 1.417315625435462516e-02
8.454284233062193010e+00, 6.180719141573337572e-02, 7.060901538596104851e-03, 2.197405820957330780e-01
6.420562305070435904e+00, 7.340779014922871326e-02, 3.698039764260031143e-02, 1.272733891446258814e-01
2.608529916807924565e+00, 4.114060182054575798e-01, 1.041237745565478795e-01, 1.141329803535251659e-02
7.448165172083914820e-01, 4.296105402133845730e-02, 3.486225622549031233e-01, 0.000000000000000000e+00
5.097075543446023538e+00, 2.585944497264539566e-01, 8.407393085647037190e-02, 5.702061057093980867e-02
7.932461046968772855e+00, 5.996836598779484856e-02, 5.974553629703731501e-03, 4.262473284524183059e-01
6.271877763138284934e+00, 4.236294776979901977e-01, 3.390385132972913995e-01, 8.127443581232436653e-02
2.301725036380967815e+00, 9.386646828631792228e-02, 1.149560290028957266e-01, 2.432508945987894577e-01
3.116180609671208579e+00, 1.928137851184054119e-01, 1.088367693050273088e-01, 1.030761752484599669e-01
3.456277026526544915e+01, 5.706868600312790113e-02, 1.012929615793788513e-01, 1.370354194074449472e+00
5.434354059486732336e-01, 5.188713811823011945e-02, 8.140937115757865827e-01, 0.000000000000000000e+00
9.119642365350151270e-01, 4.853058981536404470e-01, 1.402140047297664083e+01, 2.077998340129701485e-03
1.206328582266739557e+00, 5.160692022112177424e-02, 9.990354476110950566e-02, 3.218428954333339004e-02
3.954033804993899448e+00, 7.511079077054483299e-01, 3.417956916458861460e+00, 7.411195288262079767e-03
7.602440531344718977e+00, 5.806472981873103678e-02, 1.217855504413284384e-02, 2.476410805813854255e-01
2.999199627195513695e+00, 7.845410175912441719e-01, 1.522528077028122517e+01, 4.156999176692406997e-03
5.277474543510820126e+00, 8.704702591999155525e-02, 1.976044015415993893e-02, 1.859697641123258249e-01
2.348848874743748816e+00, 8.599371225039379452e-01, 2.508541682580023857e-01, 5.934441259510385772e-03
5.467487969775492118e+00, 7.863859283883478657e-02, 1.314706275523926660e-01, 2.396540063860435332e-01
1.125005006793719620e+00, 4.377278318271237700e-01, 3.805061664751948847e+00, 8.921469389197619893e-03
3.039585131531004958e+00, 1.109015735337672975e-01, 3.328867539502913253e-01, 2.841757567817264352e-02
6.618175875580043055e+00, 5.554900603628597222e-02, 7.875213611239485073e-03, 2.594618834677125396e-01
3.907512188423856614e+00, 9.893631565535133676e-01, 2.793209756108834263e+00, 0.000000000000000000e+00
2.104593072776641538e+00, 5.600799625017645333e-02, 1.542042905062612212e-01, 1.851896660713409914e-01
4.640492634940635241e+00, 1.822559945535436599e-01, 3.185812081436481535e-02, 1.126269913404100986e-01
1.406329256552817819e+00, 5.179442724662888103e-02, 1.230429390563561737e-01, 2.790073423627400032e-02
4.412042366977491081e-01, 1.006191491665169163e-01, 1.985457982251533027e+00, 0.000000000000000000e+00
5.884914926552399450e+00, 5.835095734765176345e-02, 5.329230127614099227e-02, 2.360666899314143585e-01
3.194295205477694077e-01, 2.836163136839129351e-01, 6.815141535351703084e+00, 0.000000000000000000e+00
5.180343567340558453e-01, 6.374621677868540226e-02, 4.160148812659567041e-02, 5.642426895380936447e-02
1.138524565302419633e+00, 3.003632244209294422e-01, 1.346991691512662848e-01, 6.306691591625320469e-03
7.891358335269897495e+00, 2.623157544671817498e-01, 3.470132319304760488e-02, 8.408899800304579786e-02
6.960003518351887131e-01, 5.728146150489805966e-02, 9.561324713083403648e-02, 9.266147805527764902e-03
4.517629062976893373e+00, 7.475932810157679409e-01, 1.277990156100311803e-01, 3.674921182508817784e-03
3.218038922189759621e+00, 6.719315709313203322e-02, 3.219824027178365133e-01, 1.123414447155874768e-01
3.427198047814286053e+00, 3.829752625248245557e-01, 4.233750147110579287e-01, 2.204828833113031683e-02
6.987342558256334435e+00, 6.718254919810148773e-02, 5.303022106869906827e-01, 2.649522471020447356e-01
2.563766528782249754e+00, 1.076652906818178712e+00, 3.906736316917442386e-01, 3.187845693689964066e-02
3.639038809712410227e+00, 5.001572056663364241e-02, 1.261065971899969461e-02, 1.303675280383715385e-01
4.395180072662913773e+00, 6.143302225015487839e-01, 5.185134223715065493e-01, 2.463327564096791031e-02
3.830079319669080551e+00, 6.338706138812894020e-02, 3.598551294031878539e-02, 1.429179519281567889e-01
2.026064173604376961e+00, 2.961372596172537341e-01, 2.645510026785543811e+00, 1.190625948215675092e-02
5.786710646640036870e+00, 4.923035214373332191e-02, 4.366748320256862159e-02, 1.699725825741908447e-01
1.691676155091270006e+00, 3.319220034073153691e-01, 3.606483794548443367e+00, 4.053188525740550156e-03
6.473075534017227461e+00, 5.254919689245882847e-02, 4.188474145786015568e-02, 2.710254775028625995e-01
1.392329814445835590e+00, 5.476093561320272834e-02, 1.349681377819846595e-01, 5.951182513821257070e-02
2.060746009384002875e+00, 6.274572803495116480e-01, 8.352296659059261774e-01, 0.000000000000000000e+00
5.002283982966763132e-01, 4.257458945810232293e-02, 1.776013365359443638e-02, 0.000000000000000000e+00
7.521678831681680721e-01, 3.302916409209720461e-02, 4.464382677528595106e-02, 0.000000000000000000e+00
1.350241848675685086e+00, 2.535216257214443769e-01, 1.470993270462111480e-01, 4.443689098610175553e-02
3.665922697129573748e+00, 5.780503560076567793e-02, 1.512995038464426401e-02, 2.955982514810474027e-01
2.454378871681689667e+00, 3.364957948434336710e-01, 1.014243440348958358e-01, 3.788175574856034178e-02
7.388412903601473403e+00, 6.541966174273682044e-02, 1.069754005582607137e-02, 2.111897170668532164e-01
5.234630608993952272e+00, 6.163183965233884898e-01, 4.748519710414029205e-01, 2.544703703460403366e-02
3.484060926572468686e-01, 3.895256746754872240e-02, 6.350460278090465371e-02, 0.000000000000000000e+00
2.907550983521404397e+00, 3.632274492628358997e-01, 4.067213767463097596e-01, 7.233386698744649450e-03
1.134166904567570411e+00, 3.174380950683401009e-02, 6.011655467378160811e-01, 4.223074580216429341e-02
2.834162699671829877e+00, 2.056181150870914354e-01, 6.837334902932755698e-01, 3.351090202422002395e-02
9.481946987388265580e-01, 2.580104332871099859e-02, 8.868739127603328387e-02, 1.171128832858217561e-01
4.754446524458736612e+00, 3.482334894608941078e-01, 9.270994710172959785e-02, 8.456539550254565940e-02
4.989223207491099821e+00, 5.828223281030767144e-02, 1.445537852753570225e-02, 2.245157797615252859e-01
1.845427293730740770e+00, 1.395218113065535559e-01, 2.438637369774427147e-02, 4.049558341537003864e-02
1.882055645522591414e+00, 9.622046689914461048e-02, 5.914627166417647519e-01, 1.433448710266640447e-01
8.048661142109670985e-01, 6.168248087453052225e-02, 1.921262664065365514e-02, 4.347387784011202960e-02
4.961047506232926452e+00, 6.095449484690155240e-01, 4.716978481862550421e-01, 2.784110266594833419e-02
2.519840722617324502e+00, 6.975204941502323452e-02, 1.091106037064054277e-02, 9.021106152958859037e-02
3.460379546968071818e+00, 8.446237135441339028e-01, 1.867221982333014907e+01, 2.484258284776975044e-03
3.598752311659127123e+00, 4.691392340294994745e-02, 2.016868226724956303e-02, 2.456101999155462789e-01
1.275471891314968520e+00, 1.369236609679408967e-01, 4.668902132912462061e-02, 2.523206237063068541e-02
8.083252740030349992e-01, 4.428440737941009842e-02, 4.555392777750078559e-01, 2.522583664510102269e-02
1.785078659643636045e-01, 5.983839481226665286e-02, 7.276883257159813545e-02, 4.259689122117055887e-02
1.911706927100402575e+00, 4.230461886387847925e-01, 8.031441812521292190e-02, 4.779661289713602219e-03
1.640753886208183632e+00, 4.084010743161060192e-02, 4.015076601660051703e-02, 5.133986599324892597e-02
2.816154708291774167e+00, 5.057120192673589809e-01, 9.772398361789563781e-02, 6.931144817610698089e-03
3.771975488121049658e+00, 5.014809255617104500e-02, 8.072095198375244668e-03, 8.424900656777073449e-02
3.015176545874979297e+00, 7.683692646584634467e-01, 2.413426974473640740e+00, 1.226245418342282803e-02
4.735033444101049760e+00, 6.888756362228076746e-02, 3.251751533665721283e-02, 1.519944924381683438e-01
8.864755732448320602e-01, 6.392724581798938654e-01, 1.674711549577242442e+00, 3.934951924902173846e-03
3.410505173300086401e+00, 5.559658727450309673e-02, 1.009887075959473302e-01, 1.268267262080275681e-01
6.721384183327260287e-01, 7.250314350785391770e-02, 8.105551134220693177e-01, 2.479777746406555336e-02
5.137567270418416321e+00, 7.250164347708497603e-01, 6.172204990191987761e+00, 9.873238820365096494e-03
8.614608580970491758e+00, 6.317031543038055530e-02, 3.252485941218907078e-02, 1.716845949493968071e-01
5.265977688705807402e+00, 1.190879403232760481e-01, 1.385313714864806062e-02, 1.771887031587737749e-01
6.580019742424702223e+00, 6.557295944390002795e-02, 6.131335907103615396e-02, 3.707092874433853824e-01
1.174632853109661257e+00, 1.650550908391133498e-01, 3.132681051963278618e-01, 1.763474148713311054e-02
2.340721544092410955e+00, 6.862352401407828539e-02, 3.743077978137064610e-02, 8.811841293073353898e-02
5.835176384950283790e+00, 4.678218728718740865e-02, 3.663942700149412646e-02, 2.511926852727103809e-01
6.977034534943701516e+00, 2.045894402329754558e-01, 3.272075608597757590e-02, 1.277201129736327823e-01
1.164947506278329428e+02, 6.246661208675113180e-02, 2.808063445870306873e-01, 3.919399481096756510e+00
1.006775516345501886e+00, 8.234247031107982950e-01, 1.123261114788633774e+00, 9.365903092124785306e-03
2.110266674097525996e+00, 3.378570869995586173e-02, 6.966510653129146524e-01, 4.671916596481590078e-02
1.751966236197354032e+00, 1.717399245815241504e-01, 1.132160515750008506e-01, 6.031853840742487649e-02
1.670698562288164712e+00, 1.012862377517644186e+00, 1.188144927673591411e+01, 5.779445424210722347e-03
2.610002465005859307e+00, 1.543682483674745642e-01, 4.399773919042389986e-02, 2.227086604151452126e-02
7.175705965767396888e-02, 4.862425218463463650e-01, 1.299226729761844545e+01, 1.976162657858344680e-03
2.306370150996863266e+00, 5.405798972079243342e-02, 1.899312326780820126e-01, 9.045835955683935448e-02
3.853841935670578422e+00, 4.559184733765883624e-01, 4.381772838394505931e-01, 2.351486580632608167e-02
